City,State,Zip,Country
Rainbow City,AL,35906,USA
Exeter,CA,93221,USA
Riverdale,IL,60827,USA
Glenwood Springs,CO,81601,USA
Fairmont,MN,56031,USA
Arkadelphia,AR,71923,USA
Independence,OR,97351,USA
Baker City,OR,97814,USA
Clinton,TN,37716,USA
Conway,NH,3818,USA
Elkhorn,WI,53121,USA
Kittery,ME,3904,USA
Kennett,MO,63857,USA
Cody,WY,82414,USA
Kendallville,IN,46755,USA
Watervliet,NY,12189,USA
North Bend,OR,97459,USA
Portage,WI,53901,USA
Warrenton,VA,20186,USA
Carroll,IA,51401,USA
Astoria,OR,97103,USA
Robstown,TX,78380,USA
Molalla,OR,97038,USA
Raymondville,TX,78580,USA
New Hyde Park,NY,11040,USA
Snohomish,WA,98290,USA
Hull,MA,2045,USA
Alpena,MI,49707,USA
Oneida,NY,13421,USA
Littleton,MA,1460,USA
San Elizario,TX,79849,USA
Fort Madison,IA,52627,USA
Hackettstown,NJ,7840,USA
Lancaster,NY,14086,USA
Ingleside,TX,78362,USA
Williston,VT,5495,USA
Canton,CT,6019,USA
Sweet Home,OR,97386,USA
Columbia City,IN,46725,USA
Howell,MI,48843,USA
Paris,KY,40361,USA
Mahomet,IL,61853,USA
Sellersburg,IN,47172,USA
Woodbury,NJ,8096,USA
Avon Park,FL,33825,USA
Winfield,IL,60190,USA
Green Cove Springs,FL,32043,USA
East Rockaway,NY,11518,USA
Oakland,TN,38060,USA
Cairo,GA,39827,USA
Burlington,NJ,8016,USA
Ivins,UT,84738,USA
Detroit Lakes,MN,56501,USA
Highland,IL,62249,USA
Corte Madera,CA,94925,USA
Decatur,IN,46733,USA
Cape Canaveral,FL,32920,USA
Cambridge,OH,43725,USA
Hartland,WI,53029,USA
Lincoln City,OR,97367,USA
Jesup,GA,31545,USA
Roanoke,TX,76262,USA
Marysville,MI,48040,USA
Struthers,OH,44471,USA
Cordele,GA,31010,USA
Fairview,TN,37062,USA
Bernalillo,NM,87004,USA
Mayfield,KY,42066,USA
West Point,MS,39773,USA
DuPont,WA,98327,USA
Greencastle,IN,46135,USA
Sturbridge,MA,1566,USA
Eagle Point,OR,97524,USA
Plainville,MA,2762,USA
Winchester,TN,37398,USA
Thomaston,GA,30286,USA
Marathon,FL,33050,USA
Morehead City,NC,28557,USA
Harrisonville,MO,64701,USA
Alamosa,CO,81101,USA
Yazoo City,MS,39194,USA
Somers,CT,6071,USA
Middleton,MA,1949,USA
Mount Airy,MD,21771,USA
Mission,KS,66201,USA
College Place,WA,99324,USA
Woodbury,CT,6798,USA
Pleasant Valley,NY,12569,USA
Sedona,AZ,86336,USA
Monett,MO,65708,USA
Sandpoint,ID,83864,USA
Wapakoneta,OH,45895,USA
Hamburg,NY,14075,USA
Peru,IL,61354,USA
Hillsborough,NC,27278,USA
East Liverpool,OH,43920,USA
Mooresville,IN,46158,USA
Vernon,TX,76384,USA
Burlington,WA,98233,USA
Lisbon,ME,4250,USA
Topsham,ME,4086,USA
Sanger,TX,76266,USA
Wasilla,AK,99623,USA
Burlington,CT,6013,USA
Fairfield,AL,35064,USA
Uniontown,PA,15401,USA
Vidor,TX,77662,USA
Fultondale,AL,35068,USA
Brewer,ME,4412,USA
Capitola,CA,95010,USA
Canal Winchester,OH,43110,USA
Hailey,ID,83333,USA
DeRidder,LA,70634,USA
Keokuk,IA,52632,USA
Greenwood,AR,72936,USA
Helotes,TX,78023,USA
Jennings,LA,70546,USA
Sunbury,PA,17801,USA
Woodway,TX,76712,USA
Cape Elizabeth,ME,4107,USA
Washington,NC,27889,USA
Bridge City,TX,77611,USA
Amityville,NY,11701,USA
Fredonia,NY,14063,USA
Clarksville,AR,72830,USA
Brownsville,TN,38012,USA
Esopus,NY,12429,USA
Orange Cove,CA,93646,USA
Silver City,NM,88061,USA
Berlin,NH,3570,USA
Louisville,OH,44641,USA
Barrington,NH,3825,USA
Brooksville,FL,34601,USA
Monroe,NY,10949,USA
Girard,OH,44420,USA
Grinnell,IA,50112,USA
Blanchard,OK,73010,USA
Delta,CO,81416,USA
Fairfield,IA,52556,USA
Oil City,PA,16301,USA
Pleasant Grove,AL,35127,USA
Fallon,NV,89406,USA
Bladensburg,MD,20710,USA
Prospect,CT,6712,USA
Portland,CT,6480,USA
Live Oak,CA,95953,USA
Saint Francis,WI,53235,USA
Angola,IN,46703,USA
Newmarket,NH,3857,USA
Bluefield,WV,24701,USA
Parsons,KS,67357,USA
Harvard,IL,60033,USA
Sutton,MA,1590,USA
Florence,OR,97439,USA
Dayton,TX,77535,USA
Clinton,MO,64735,USA
Hastings,NY,13076,USA
Alma,MI,48801,USA
Itasca,IL,60143,USA
Denham Springs,LA,70706,USA
Groton,CT,6340,USA
Timnath,CO,80547,USA
Rochelle,IL,61068,USA
Flossmoor,IL,60422,USA
Farmington,AR,72730,USA
Waterford,CA,95386,USA
Steger,IL,60475,USA
South Amboy,NJ,8879,USA
Ogdensburg,NY,13669,USA
Kennedale,TX,76060,USA
Oak Island,NC,28465,USA
Sheffield,AL,35660,USA
Thompson,CT,6277,USA
Bridgeport,WV,26330,USA
Aberdeen,NC,28315,USA
Putnam,CT,6260,USA
Hooper,UT,84315,USA
Old Orchard Beach,ME,4064,USA
Rutland,MA,1543,USA
Huntertown,IN,46748,USA
Macedon,NY,14502,USA
Commerce,TX,75428,USA
Shelby,OH,44875,USA
Laurens,SC,29360,USA
Walworth,NY,14568,USA
Charlotte,MI,48813,USA
Newfane,NY,14108,USA
Plymouth,MI,48170,USA
Rensselaer,NY,12144,USA
Ventnor City,NJ,8406,USA
Palm Beach,FL,33480,USA
Eunice,LA,70535,USA
Augusta,KS,67010,USA
Bethalto,IL,62010,USA
Havre,MT,59501,USA
Blackstone,MA,1504,USA
Diamondhead,MS,39525,USA
Windsor,WI,53598,USA
Weare,NH,3281,USA
Shawano,WI,54166,USA
Southwick,MA,1077,USA
Salisbury,MA,1952,USA
Warren,PA,16365,USA
Sugar Grove,IL,60554,USA
Warrenton,MO,63383,USA
Bastrop,LA,71220,USA
Manteno,IL,60950,USA
Ecorse,MI,48229,USA
Middlebury,VT,5753,USA
Absecon,NJ,8201,USA
Whitehouse,TX,75791,USA
Douglas,MA,1516,USA
Waseca,MN,56093,USA
Harrodsburg,KY,40330,USA
Toccoa,GA,30577,USA
Altoona,WI,54720,USA
Hampstead,NH,3841,USA
Indianola,MS,38749,USA
Mount Pleasant,IA,52641,USA
Hebron,CT,6248,USA
Tuscumbia,AL,35674,USA
Springfield,VT,5156,USA
Liberty Hill,TX,78642,USA
Little Falls,MN,56345,USA
Yarmouth,ME,4096,USA
Milliken,CO,80543,USA
Gibsonville,NC,27249,USA
Gretna,NE,68028,USA
Grants,NM,87020,USA
Willowbrook,IL,60527,USA
Aliquippa,PA,15001,USA
Woodbridge,CT,6525,USA
East Grand Forks,MN,56721,USA
Lapeer,MI,48446,USA
Orange Park,FL,32065,USA
Mound,MN,55364,USA
Newark,NY,14513,USA
Mendon,NY,14506,USA
Rockingham,NC,28379,USA
Cortez,CO,81321,USA
Providence,UT,84332,USA
Greenville,MI,48838,USA
Seneca,SC,29672,USA
Booneville,MS,38829,USA
Purcellville,VA,20132,USA
Baxter,MN,56425,USA
Craig,CO,81625,USA
Poteau,OK,74953,USA
Clanton,AL,35045,USA
Gypsum,CO,81637,USA
Orting,WA,98360,USA
East Haddam,CT,6423,USA
Townsend,MA,1469,USA
Mont Belvieu,TX,77580,USA
Benton Harbor,MI,49022,USA
Riverside,IL,60546,USA
Seneca Falls,NY,13148,USA
Sheffield Lake,OH,44054,USA
Chillicothe,MO,64601,USA
Whitefish,MT,59937,USA
Othello,WA,99344,USA
Pulaski,VA,24301,USA
Savoy,IL,61874,USA
Thief River Falls,MN,56701,USA
Fitzgerald,GA,31750,USA
Saline,MI,48176,USA
Signal Mountain,TN,37377,USA
Pearsall,TX,78061,USA
Guntersville,AL,35976,USA
Oconomowoc,WI,53066,USA
Smithfield,VA,23430,USA
Auburn,GA,30011,USA
Tuskegee,AL,36083,USA
Collinsville,OK,74021,USA
Fort Valley,GA,31030,USA
Millis,MA,2054,USA
Franklin,NH,3235,USA
Fort Lupton,CO,80621,USA
Lancaster,SC,29720,USA
Boonton,NJ,7005,USA
Hudson,WI,54016,USA
Cloverdale,CA,95425,USA
Bath,ME,4530,USA
Stanwood,WA,98292,USA
Carbondale,PA,18407,USA
Beaver Falls,PA,15010,USA
Hoquiam,WA,98550,USA
Andalusia,AL,36420,USA
Livingston,MT,59047,USA
Freeport,ME,4032,USA
Aransas Pass,TX,78335,USA
Hillview,KY,40129,USA
Oxford,NC,27565,USA
Milton,WA,98354,USA
Napoleon,OH,43545,USA
Graham,TX,76450,USA
Redding,CT,6896,USA
Maysville,KY,41056,USA
Winslow,AZ,86047,USA
Wharton,TX,77488,USA
Ellsworth,ME,4605,USA
Harwood Heights,IL,60706,USA
Beebe,AR,72012,USA
Brownfield,TX,79316,USA
Pleasant Hill,MO,64080,USA
Fruitland Park,FL,34731,USA
Bondurant,IA,50035,USA
Toppenish,WA,98948,USA
Hollis,NH,3049,USA
Coffeyville,KS,67337,USA
Presque Isle,ME,4769,USA
Cameron,MO,64429,USA
Haddam,CT,6438,USA
Joshua,TX,76058,USA
Zebulon,NC,27597,USA
Skowhegan,ME,4976,USA
Guadalupe,CA,93434,USA
Highland Park,MI,48203,USA
Tecumseh,MI,49286,USA
Monmouth,IL,61462,USA
York,SC,29745,USA
Lake Villa,IL,60046,USA
Park Hills,MO,63601,USA
Jeannette,PA,15644,USA
Hondo,TX,78861,USA
Liberty,TX,77575,USA
Mascoutah,IL,62224,USA
Sutherlin,OR,97479,USA
Anthony,NM,88021,USA
Port Jervis,NY,12771,USA
Hope,AR,71801,USA
Arab,AL,35016,USA
Gilberts,IL,60136,USA
Bryan,OH,43506,USA
Rock Falls,IL,61071,USA
Glencoe,IL,60022,USA
Olmsted Falls,OH,44138,USA
Hamlin,NY,14464,USA
Covington,TN,38019,USA
Skiatook,OK,74070,USA
Lock Haven,PA,17745,USA
Payette,ID,83661,USA
Clarendon Hills,IL,60514,USA
Conover,NC,28613,USA
Chanute,KS,66720,USA
Potsdam,NY,13676,USA
Georgetown,SC,29440,USA
Hillsboro,TX,76645,USA
Lake Geneva,WI,53147,USA
Sallisaw,OK,74955,USA
Dunn,NC,28334,USA
Selah,WA,98942,USA
Seaford,DE,19973,USA
Litchfield,NH,3052,USA
Marcy,NY,13403,USA
Centerville,GA,31028,USA
Buxton,ME,4093,USA
Cleveland,TX,77327,USA
Brooklyn,CT,6234,USA
Black Mountain,NC,28711,USA
Corrales,NM,87048,USA
Oak Grove,MO,64075,USA
Perryville,MO,63775,USA
Olney,IL,62450,USA
Travelers Rest,SC,29690,USA
Waukesha,WI,53186,USA
Gering,NE,69341,USA
Ephrata,WA,98823,USA
Miles City,MT,59301,USA
Newton,NJ,7860,USA
Montague,MA,1351,USA
Jefferson City,TN,37760,USA
Northfield,NJ,8225,USA
Butner,NC,27509,USA
Harrisburg,SD,57032,USA
Orange Beach,AL,36561,USA
Barton,NY,13734,USA
Piedmont,OK,73078,USA
Socorro,NM,87801,USA
Malverne,NY,11565,USA
Gonzales,CA,93926,USA
Seabrook,NH,3874,USA
Independence,KS,67301,USA
Duvall,WA,98019,USA
Orrville,OH,44667,USA
Sioux Center,IA,51250,USA
Gray,ME,4039,USA
Lamesa,TX,79331,USA
Ayer,MA,1432,USA
Elwood,IN,46036,USA
Prairie View,TX,77446,USA
Firebaugh,CA,93622,USA
Navasota,TX,77868,USA
Hopkinton,RI,2833,USA
Georgetown,MA,1833,USA
Saint Marys,OH,45885,USA
Charlestown,IN,47111,USA
Dalhart,TX,79022,USA
Scott,LA,70583,USA
Lancaster,MA,1523,USA
Sunnyvale,TX,75182,USA
Winnemucca,NV,89445,USA
Kaufman,TX,75142,USA
Saint Francis,MN,55070,USA
Center Line,MI,48015,USA
Park City,UT,84060,USA
Farmingdale,NY,11735,USA
Princeton,IN,47670,USA
Waite Park,MN,56387,USA
Carl Junction,MO,64834,USA
Glenwood,IL,60425,USA
Hood River,OR,97031,USA
Menominee,MI,49858,USA
Cohasset,MA,2025,USA
Cushing,OK,74023,USA
Merton,WI,53056,USA
Crete,IL,60417,USA
Abingdon,VA,24210,USA
Virginia,MN,55777,USA
Atmore,AL,36502,USA
Westminster,MA,1441,USA
Senatobia,MS,38668,USA
Winooski,VT,5404,USA
New Paltz,NY,12561,USA
Oswego,NY,13126,USA
Sequim,WA,98382,USA
Eaton,OH,45320,USA
Trinidad,CO,81082,USA
Woodstock,CT,6281,USA
Sand Lake,NY,12153,USA
Maryville,IL,62062,USA
Clinton,OK,73601,USA
Pulaski,TN,38478,USA
Litchfield,CT,6759,USA
Clinton,NC,28328,USA
Bay Minette,AL,36507,USA
Flushing,MI,48433,USA
Long Grove,IL,60049,USA
Jerseyville,IL,62052,USA
Hampton,GA,30228,USA
Price,UT,84501,USA
Milan,TN,38358,USA
Franklin,VA,23851,USA
Rhinelander,WI,54501,USA
Scappoose,OR,97056,USA
Corning,CA,96021,USA
Quincy,WA,98848,USA
Westwego,LA,70094,USA
Richfield,UT,84701,USA
Orland,CA,95963,USA
Los Fresnos,TX,78566,USA
Camden,SC,29020,USA
Brunswick,MD,21716,USA
Wynne,AR,72396,USA
Nevada,MO,64772,USA
Mason,MI,48854,USA
Delafield,WI,53018,USA
Rawlins,WY,82301,USA
Berwick,ME,3901,USA
Farmington,ME,4938,USA
Fort Stockton,TX,79735,USA
Stayton,OR,97383,USA
Emmett,ID,83617,USA
Pewaukee,WI,53072,USA
Templeton,MA,1468,USA
Wytheville,VA,24382,USA
Monticello,AR,71655,USA
Brazil,IN,47834,USA
York,NE,68467,USA
Denison,IA,51442,USA
Dighton,MA,2715,USA
Roxboro,NC,27573,USA
Sterling,MA,1564,USA
Perryton,TX,79070,USA
Sheboygan,WI,53081,USA
Wagoner,OK,74467,USA
Upton,MA,1568,USA
Mount Rainier,MD,20712,USA
Santa Clara,UT,84765,USA
Boxford,MA,1921,USA
Fletcher,NC,28732,USA
Cuero,TX,77954,USA
Hornell,NY,14843,USA
Monson,MA,1057,USA
Paris,IL,61944,USA
Waterboro,ME,4087,USA
Siler City,NC,27344,USA
Tuttle,OK,73089,USA
Ketchikan,AK,99901,USA
Port Jefferson,NY,11777,USA
Albertville,MN,55301,USA
Wyoming,MN,55092,USA
Floresville,TX,78114,USA
Adams,MA,1220,USA
Pismo Beach,CA,93448,USA
Charlestown,RI,2813,USA
Vinton,VA,24179,USA
Alliance,NE,69301,USA
Hillsdale,MI,49242,USA
Oak Brook,IL,60523,USA
Montpelier,VT,5601,USA
Wahpeton,ND,58074,USA
Barre,VT,5641,USA
Perry,IA,50220,USA
Hillside,IL,60162,USA
Oak Grove,KY,42262,USA
Houghton,MI,49931,USA
Harrisburg,IL,62946,USA
Mascotte,FL,34753,USA
Newport,AR,72112,USA
Aubrey,TX,76227,USA
Box Elder,SD,57719,USA
Blair,NE,68008,USA
Grand Blanc,MI,48439,USA
Boston,NY,14025,USA
Woodland Park,CO,80863,USA
Island Lake,IL,60042,USA
Lexington,TN,38351,USA
Oak Hill,WV,25901,USA
Union,SC,29379,USA
Lincolnshire,IL,60069,USA
Wickenburg,AZ,85358,USA
South Beloit,IL,61080,USA
Stuttgart,AR,72160,USA
Tyrone,GA,30290,USA
Sunbury,OH,43074,USA
Three Rivers,MI,49093,USA
Ponchatoula,LA,70454,USA
North Bend,WA,98045,USA
Austell,GA,30106,USA
Silvis,IL,61282,USA
Hampden,ME,4444,USA
Kenton,OH,43326,USA
Shelburne,VT,5482,USA
Dexter,MO,63841,USA
South Boston,VA,24592,USA
Plaistow,NH,3865,USA
Gilford,NH,3249,USA
Big Rapids,MI,49307,USA
Corbin,KY,40701,USA
Pea Ridge,AR,72751,USA
Newberry,FL,32669,USA
Broadview,IL,60155,USA
Humboldt,TN,38343,USA
Lake Dallas,TX,75065,USA
Moundsville,WV,26041,USA
Yreka,CA,96097,USA
Brevard,NC,28712,USA
Hampshire,IL,60140,USA
Middlebury,CT,6762,USA
Mukwonago,WI,53149,USA
Stratham,NH,3885,USA
Kill Devil Hills,NC,27948,USA
Ruidoso,NM,88345,USA
Grand Ledge,MI,48837,USA
Rockton,IL,61072,USA
Saint Joseph,MI,49085,USA
Inverness,FL,34450,USA
West Boylston,MA,1583,USA
Webster City,IA,50595,USA
Ashland,VA,23005,USA
Oak Ridge,NC,27310,USA
Geneseo,NY,14454,USA
Bremen,GA,30110,USA
Campbell,OH,44405,USA
Hughson,CA,95326,USA
Beloit,WI,53511,USA
Princeton,IL,61356,USA
Oberlin,OH,44074,USA
Quincy,FL,32351,USA
Saint Johns,MI,48879,USA
Madras,OR,97741,USA
Hudsonville,MI,49426,USA
Commerce,GA,30529,USA
Ludington,MI,49431,USA
Halifax,MA,2338,USA
Westlake Village,CA,91359,USA
Lampasas,TX,76550,USA
Arcadia,FL,34265,USA
Marshfield,MO,65706,USA
Old Lyme,CT,6371,USA
Mount Horeb,WI,53572,USA
Decorah,IA,52101,USA
Baldwinsville,NY,13027,USA
Cumming,GA,30028,USA
Ripley,TN,38063,USA
Dade City,FL,33523,USA
Macclenny,FL,32063,USA
South Berwick,ME,3908,USA
New Albany,MS,38652,USA
Boonville,MO,65233,USA
Brigantine,NJ,8203,USA
Williamstown,MA,1267,USA
Seward,NE,68434,USA
Georgetown,DE,19947,USA
Fairlawn,OH,44334,USA
Bradford,PA,16701,USA
Kenai,AK,99611,USA
Chehalis,WA,98532,USA
Hitchcock,TX,77563,USA
Wellington,KS,67152,USA
Montevallo,AL,35115,USA
Easton,CT,6612,USA
Umatilla,OR,97882,USA
West Bridgewater,MA,2379,USA
Albion,MI,49224,USA
Ilion,NY,13357,USA
Fort Scott,KS,66701,USA
Pittston,PA,18640,USA
Canfield,OH,44406,USA
Prairie Grove,AR,72753,USA
Union,KY,41091,USA
Lamar,CO,81052,USA
Woodlake,CA,93286,USA
Swainsboro,GA,30401,USA
Lander,WY,82520,USA
Big Flats,NY,14814,USA
London,KY,40741,USA
Hubbard,OH,44425,USA
Longboat Key,FL,34228,USA
Marengo,IL,60152,USA
Hales Corners,WI,53130,USA
Orange,MA,1364,USA
Noble,OK,73068,USA
Mount Sterling,KY,40353,USA
Clinton,SC,29325,USA
Pocahontas,AR,72455,USA
Brighton,MI,48114,USA
Basehor,KS,66007,USA
Ojai,CA,93023,USA
Winters,CA,95694,USA
Clear Lake,IA,50428,USA
Eden,NY,14057,USA
Hamilton,MA,1936,USA
Hastings,MI,49058,USA
Independence,OH,44131,USA
Kimberly,WI,54136,USA
Iron Mountain,MI,49801,USA
Marion,NC,28752,USA
Williston Park,NY,11596,USA
Farmville,VA,23901,USA
Thomaston,CT,6787,USA
Wauseon,OH,43567,USA
Dahlonega,GA,30533,USA
Dacula,GA,30019,USA
Lexington,VA,24450,USA
Cotati,CA,94931,USA
Knoxville,IA,50138,USA
Old Town,ME,4468,USA
Escalon,CA,95320,USA
Tell City,IN,47586,USA
Eagle,CO,81631,USA
Belle Plaine,MN,56011,USA
Epping,NH,3042,USA
Caribou,ME,4736,USA
Catoosa,OK,74015,USA
Breaux Bridge,LA,70517,USA
Pacific,MO,63069,USA
Swanzey,NH,3446,USA
Millsboro,DE,19966,USA
King,NC,27021,USA
Fairfax,CA,94930,USA
Jasper,TX,75951,USA
Marble Falls,TX,78654,USA
Belmont,NH,3220,USA
Hartsville,SC,29550,USA
Hudson Falls,NY,12839,USA
Belen,NM,87002,USA
Aurora,MO,65605,USA
Clover,SC,29710,USA
Vandalia,IL,62471,USA
Saint Johnsbury,VT,5819,USA
Creston,IA,50801,USA
Briarcliff Manor,NY,10510,USA
Bellbrook,OH,45305,USA
Scottsburg,IN,47170,USA
Rochester,NY,14602,USA
Pikeville,KY,41501,USA
Forest City,NC,28043,USA
Page,AZ,86040,USA
Nebraska City,NE,68410,USA
Valley Center,KS,67147,USA
Dayton,TN,37321,USA
Wetumpka,AL,36092,USA
Ocean Shores,WA,98569,USA
Taneytown,MD,21787,USA
Sebastopol,CA,95472,USA
Bloomfield,NM,87413,USA
Batesville,MS,38606,USA
Addis,LA,70710,USA
Monahans,TX,79756,USA
Crookston,MN,56716,USA
Atkinson,NH,3811,USA
Walled Lake,MI,48390,USA
Trumann,AR,72472,USA
Pleasantville,NY,10570,USA
Northport,NY,11768,USA
Herkimer,NY,13350,USA
Richland,MS,39218,USA
Batesville,IN,47006,USA
Monticello,NY,12701,USA
Russellville,KY,42276,USA
Washington,IA,52353,USA
Lincoln,AL,35096,USA
Marianna,FL,32446,USA
Cedarhurst,NY,11516,USA
Savannah,TN,38372,USA
Tolleson,AZ,85353,USA
Logan,OH,43138,USA
Waterloo,NY,13165,USA
Clarkston,WA,99403,USA
Flatwoods,KY,41139,USA
Charles City,IA,50616,USA
Gridley,CA,95948,USA
Seaside,OR,97138,USA
Globe,AZ,85501,USA
Strasburg,VA,22641,USA
Grove,OK,74344,USA
Great Barrington,MA,1230,USA
Durham,CT,6422,USA
Mills River,NC,28759,USA
Decatur,TX,76234,USA
Isanti,MN,55040,USA
Laurel,MT,59044,USA
Dunbar,WV,25064,USA
Heber Springs,AR,72543,USA
Clewiston,FL,33440,USA
La Follette,TN,37766,USA
Gonzales,TX,78629,USA
Canton,NY,13617,USA
Pelham,NY,10803,USA
Robertsdale,AL,36567,USA
Nyack,NY,10960,USA
Coeymans,NY,12045,USA
West Frankfort,IL,62896,USA
Sturgis,SD,57785,USA
Eliot,ME,3903,USA
Hiawatha,IA,52233,USA
Devils Lake,ND,58301,USA
Greenville,AL,36037,USA
Sandwich,IL,60548,USA
Fowler,CA,93625,USA
La Junta,CO,81050,USA
Seminole,OK,74818,USA
Seminole,TX,79360,USA
Lebanon,CT,6249,USA
Charles Town,WV,25414,USA
Church Hill,TN,37642,USA
Pinson,AL,35126,USA
Salem,IL,62881,USA
Saint Joseph,MN,56374,USA
Trinity,NC,27370,USA
Saint Albans,VT,5478,USA
Lake Alfred,FL,33850,USA
Roosevelt,UT,84066,USA
Sausalito,CA,94965,USA
Robinson,IL,62454,USA
Mammoth Lakes,CA,93546,USA
Delphos,OH,45833,USA
Morrilton,AR,72110,USA
Cortland,OH,44410,USA
Brockport,NY,14420,USA
Dripping Springs,TX,78620,USA
Idabel,OK,74745,USA
Fayetteville,TN,37334,USA
Neptune Beach,FL,32266,USA
Pompey,NY,13138,USA
Stow,MA,1775,USA
Belfast,ME,4915,USA
Rayne,LA,70578,USA
River Rouge,MI,48218,USA
Taft,CA,93268,USA
Live Oak,FL,32060,USA
Greenville,IL,62246,USA
Murphysboro,IL,62966,USA
Pacific,WA,98047,USA
Crete,NE,68333,USA
University Park,IL,60484,USA
Youngtown,AZ,85363,USA
Junction City,OR,97448,USA
Rockland,ME,4841,USA
Kasson,MN,55944,USA
Greenbrier,TN,37073,USA
Perry,FL,32347,USA
Oneonta,AL,35121,USA
Linwood,NJ,8221,USA
Nevada,IA,50201,USA
Litchfield Park,AZ,85340,USA
Frostburg,MD,21532,USA
Algoma,WI,54201,USA
Sealy,TX,77474,USA
Josephine,TX,75164,USA
Waveland,MS,39576,USA
Willis,TX,77318,USA
Hamilton,AL,35570,USA
Philadelphia,MS,39350,USA
Mendota,IL,61342,USA
Rockport,MA,1966,USA
Kosciusko,MS,39090,USA
Tea,SD,57064,USA
Ocean City,MD,21842,USA
Newport,TN,37821,USA
Nappanee,IN,46550,USA
Atherton,CA,94027,USA
Delano,MN,55328,USA
Tuckahoe,NY,10707,USA
Demopolis,AL,36732,USA
Clinton,IL,61727,USA
Fort Bragg,CA,95437,USA
Vine Grove,KY,40175,USA
Harvard,MA,1451,USA
Mexia,TX,76667,USA
Silsbee,TX,77656,USA
Westbrook,CT,6498,USA
Thomson,GA,30824,USA
Sullivan,MO,63080,USA
Loomis,CA,95650,USA
Lincoln,MA,1773,USA
Hurricane,WV,25526,USA
Farmington,NH,3835,USA
Donaldsonville,LA,70346,USA
Nephi,UT,84648,USA
Shamokin,PA,17872,USA
Williamson,NY,14589,USA
Mount Carmel,IL,62863,USA
Holly Springs,MS,38634,USA
Connellsville,PA,15425,USA
Clarkson,NY,14430,USA
Saint Louis,MI,48880,USA
Selma,NC,27576,USA
Satsuma,AL,36572,USA
La Feria,TX,78559,USA
Stewartville,MN,55976,USA
Elkins,WV,26241,USA
Berkley,MA,2779,USA
Gunnison,CO,81230,USA
Essex,CT,6426,USA
Walden,NY,12586,USA
Shirley,MA,1464,USA
Jordan,MN,55352,USA
Carolina Beach,NC,28428,USA
Atlantic,IA,50022,USA
Valley Park,MO,63088,USA
Meredith,NH,3253,USA
Monessen,PA,15062,USA
Mulvane,KS,67110,USA
Huron,OH,44839,USA
Purcell,OK,73080,USA
Brookings,OR,97415,USA
Lanett,AL,36863,USA
Eldridge,IA,52748,USA
Marshall,MI,49068,USA
Venus,TX,76084,USA
Nolanville,TX,76559,USA
Fruitland,ID,83619,USA
Aspen,CO,81611,USA
Bedford,VA,24523,USA
Morehead,KY,40351,USA
Cairo,NY,12413,USA
Galax,VA,24333,USA
Keene,TX,76059,USA
Groveland,MA,1834,USA
Sturtevant,WI,53177,USA
Opp,AL,36467,USA
Columbiana,OH,44408,USA
Chatham,MA,2633,USA
Byron,MN,55920,USA
Burnet,TX,78611,USA
Peru,NY,12972,USA
Litchfield,IL,62056,USA
Indiantown,FL,34956,USA
Merrimac,MA,1860,USA
New Hartford,CT,6057,USA
Bayville,NY,11709,USA
Bridgewater,VA,22812,USA
South Lebanon,OH,45065,USA
Boonville,IN,47601,USA
Upper Sandusky,OH,43351,USA
Ontario,OH,44862,USA
Bonne Terre,MO,63628,USA
Osceola,AR,72370,USA
Exeter,RI,2822,USA
Lindale,TX,75771,USA
Gulf Breeze,FL,32561,USA
Ellettsville,IN,47429,USA
Steilacoom,WA,98388,USA
Bennettsville,SC,29512,USA
Elmira,NY,14901,USA
Middleton,WI,53562,USA
Lebanon,ME,4027,USA
Plattsmouth,NE,68048,USA
Hoosick,NY,12089,USA
Carbondale,CO,81623,USA
Stone Mountain,GA,30083,USA
Belpre,OH,45714,USA
Ward,AR,72176,USA
Sandown,NH,3873,USA
Benton,IL,62812,USA
Winthrop Harbor,IL,60096,USA
Saint Gabriel,LA,70776,USA
Wolfeboro,NH,3894,USA
Munford,TN,38058,USA
Litchfield,MN,55355,USA
Garrett,IN,46738,USA
Buena Vista,VA,24416,USA
Mattapoisett,MA,2739,USA
Johnstown,NY,12095,USA
Wolfforth,TX,79382,USA
Thurmont,MD,21788,USA
Iowa Park,TX,76367,USA
Hillsboro,OH,45133,USA
Warwick,NY,10990,USA
Valley City,ND,58072,USA
North Vernon,IN,47265,USA
Carthage,TX,75633,USA
High Springs,FL,32643,USA
Eatonton,GA,31024,USA
Freeport,FL,32439,USA
Fairfield,ME,4937,USA
Pratt,KS,67124,USA
Tontitown,AR,72770,USA
New Haven,MI,48048,USA
Snowflake,AZ,85937,USA
Rindge,NH,3461,USA
Woodland,WA,98674,USA
Walkersville,MD,21793,USA
Oakdale,LA,71463,USA
Lavon,TX,75166,USA
Powell,WY,82435,USA
Paradise,CA,95967,USA
Geneseo,IL,61254,USA
Willard,MO,65781,USA
Lyman,SC,29365,USA
Topsfield,MA,1983,USA
Peterborough,NH,3458,USA
Bulverde,TX,78163,USA
Huntingburg,IN,47542,USA
Dacono,CO,80514,USA
Larchmont,NY,10538,USA
Sanibel,FL,33957,USA
Chesapeake Beach,MD,20732,USA
De Soto,KS,66018,USA
Amory,MS,38821,USA
Brookfield,WI,53005,USA
Waterford,WI,53185,USA
Irvington,NY,10533,USA
Nitro,WV,25143,USA
Schuyler,NE,68661,USA
Bronxville,NY,10708,USA
Adel,IA,50003,USA
